text,anger,fear,joy,sadness,surprise,hope
Pésame que yo tengo de ser el embajador de la triste y desdichada muerte de Johan don Guillén criado y más que hijo de la casa de VM.,0,0,0,1,0,0
Por amor de Dios que VM lo reciba en paciencia.,0,0,0,0,0,0
Hemos sabido por una memoria que yo la he visto y se la envié a Luis Cruzate mi primo a Brujas que está escrita de mano de VM la cual el vicario de la aldea cerca de la cual le mataron la halló en su faltriquera.,0,0,0,0,0,0
Y sus vestidos están guardados en casa del vicario.,0,0,0,0,0,0
Yo he escrito al vicario que los venda y del dinero se haga algún servicio de finados por su ánima.,0,0,0,1,0,0
También mataron a un español y al laquet que le seguía juntamente con el dicho Johan don Guillén.,0,0,0,0,0,0
El salvoconducto de VM está en mi poder y fue luego a la corte a hablar a maestro francés y al secretario Gensana.,0,0,0,0,0,0
Y me dijeron que era por de más que yo hablase al rey porque si no hay un solicitador asiduo dice que él nunca se acuerda de nada.,0,0,0,1,0,0
Y dice más: que con haber solicitador habrá grande dificultad de alcanzar lo que VM pide sea con dineros sea sin dineros.,0,0,0,1,0,0
Paréceme que VM debería tomar la pena de llegarse hasta aquí porque la princesa de Navarra siempre sigue la corte y fácilmente alcanzaría lo que VM pide por medio de un gentil hombre vasco que se llama Aramburu hermano del señor de Aramburu que él es el que al condestable gobierna que es ahora el rey Segundo.,0,0,0,0,0,0
A la señora mi tía beso las manos de su merced y la presente reciba por suya y lo mismo al señor abad y a la señora doña Johana con todos los señores mis primos.,0,0,0,0,0,0
Y con tanto guarde y prospere Nuestro Señor vida y estado de vuestra merced.,0,0,0,0,0,0
De París a 12 de agosto 1547.,0,0,0,0,0,0
Muy cierto servidor de VM su primo,0,0,0,0,0,0
Carlos Marcilla de Caparroso,0,0,0,0,0,0
La muerte desdichada fue la noche de Sant Johan entre Amians y Paissy en Artois sobre los límites de Francia y [...] Artois.,0,0,0,0,0,0
Y perdone VM la prisa que no tengo lugar.Carta de Luis Cruzat para Miguel de Añués.Señor.,0,0,0,0,0,0
Después que partí de Pamplona para estas partes por no haber ofrecido negocios no he escrito a VM y ésta quisiera excusar si pudiera pues es más para dar pesar que placer pero como tarde o temprano ello VM lo había de saber pareciome con la tardanza podía recibir daño y en saberlo poner remedio.,0,1,0,1,0,0
Determiné escribir ésta que después que supe la certinidad no ha partido posta antes de ésta.,0,0,0,0,0,0
[...] Por carta de VM escrita a Gerónimo Jiménez he visto como Dios fue servido de llevar a su santa gloria a la señora doña Johana.,0,0,0,1,0,0
No quiero escribir preámbulos de consolatorias porque las que yo podría escribir según la pena que VM tendrá harían poca impresión.,0,0,0,1,0,0
Sólo se acuerde de la fin para que todos fuimos nacidos y VM como persona que sabe de próspera y adversa fortuna dará en ello el medio más conveniente pues ella goza ya de lo que todos deseamos.,0,0,1,0,0,0
Dicen el triste con nuevas de cosas tristes se consuela así éstas mis nuevas como tristes las reciba VM para su consuelo.,0,0,1,1,0,0
Que dicen bien venga mal si vienes solo así me parece viene a VM acompañado.,0,0,0,1,0,0
Ha muchos días me escribieron de Pamplona me escribían con Juan don Guillén.,0,0,0,0,0,0
Después en tanto de julio me envió una el señor Caparroso donde [...] el dicho don Guillén la cual guarde más de 15 días aguardándole de día en día.,0,0,0,1,0,0
En esto supimos en Brujas que habían muerto ciertos españoles en las fronteras.,0,1,0,0,0,0
Y así enviamos [...] Gerónimo Jiménez y yo un hombre hasta París y éste trajo toda la razón.,0,0,0,1,0,0
Dice que había tres cuerpos muertos: dos hombres y un muchacho que eran Juan don Guillén y un muchacho que traía desde Navarra y otro francés que con ellos venía desde París.,0,0,0,0,0,0
Fueron muertos víspera de San Juan.,0,0,0,0,0,0
Dejaron los cuerpos muertos con todos sus vestidos en unos trigos y llevaron los caballos con las maletas.,0,0,0,0,0,0
Hallaron a cabo de dos días unos segadores andando segando sus piezas los dichos cuerpos muertos a media legua de Paissy en Artois a la parte de Francia.,0,0,0,0,0,0
A Juan don Guillén le hallaron en la faltriquera sola una memoria que VM le escribió a él después de él partido de ciertas cosas que en Brujas había de negociar la cual tiene Gerónimo Jiménez el cual escribe a VM largo sobre esto al cual me refiero.,0,0,0,0,0,0
De los bellacos no hemos sabido más rastro ni creo se sabrá que han hecho muchas lebad de éstas estos días atrás.,0,0,0,1,0,0
Escribo ésta por si el dicho Jiménez no hubiere escrito a VM para que ponga orden VM en ello.,0,0,0,0,0,0
En París creo dejó ciertos recados en poder de el señor Caparroso el cual bien creo habrá escrito a VM para la hora dándole razón de lo [...].,0,0,0,0,0,0
A mi señora tía con todos esos señores y señoras mandará dar mis besamanos.,0,0,0,0,0,0
Nuestro Señor guarde y prospere lo por VM deseado.,0,0,0,1,0,0
En Amberes a XXIII de agosto 547.,0,0,0,0,0,0
A servicio de VM,0,0,0,0,0,0
Luis CruzatCarta de Antón de Ollacarizqueta para Martín de Eslaba.IHS,0,0,0,0,0,0
Muy virtuoso señor hermano.,0,0,0,0,0,0
Yo topé cerca de Nájera con Martín mi sobrino y porque él traía recado de lo que el señor pedía no hubo necesidad de mi ida más adelante.,0,0,0,0,0,0
Y así me he tornado de el camino y anoche sábado llegué aquí.,0,0,0,0,0,0
Y el señor queda satisfecho de lo que demandaba de manera que en la de mayo en Medina habrán fin del todo sus cambios a Dios placiendo.,0,0,0,0,0,0
En lo de los 2000 ducados también se han librado la obligación y las otras escrituras a los Vertinis conforme a lo que los herederos escribieron y así queda también eso negociado a Dios gracias.,0,0,0,1,0,0
Y ni con todo esto este hombre en sus trece.,0,0,0,0,0,0
Placerá a Dios que de todo saldremos mejor que no piensa él que ello está bien claro y averiguado.,0,0,0,1,0,0
De venida hallamos en Olite ayer a Martín Cruzat que estaba de partida para venir acá a dar cuenta al señor de lo que hallaba en los ganaderos herbajantes los cuales dice que ha hallado tan recios y fuertes que en ninguna manera le quieren dar las lanas sus herbajantes de Rada a menos de 4 sueldos.,0,0,0,1,0,0
Él no les ha querido ofrecer sino a tres sueldos y ellos que no menos de a 4 sueldos o que les dé plazo de un año para pagarle lo que les tiene distraído de manera que acá lo han platicado mucho que dar más de a tres sueldos viéneles muy caras y si los ganaderos no las dan tampoco les darán sus dineros que tienen distraídos que lo todo es harto daño.,0,1,0,1,0,0
Todavía lo que han acordado es que se extienda a ofrecerles hasta 14 blancas si a menos no puede acabar y que a los casaleros de La Ribera se dé a un [...] pues no hay otro remedio.,0,0,0,1,0,0
El señor me ha mandado que os lo escriba para que vos sigáis esta misma orden en vuestra receta.,0,0,0,0,0,0
Y el que no quisiere dar su lana por estos precios que pague el dinero y vaya con Dios.,0,0,0,1,0,0
No sé si os habrá enviado Antón de Aguerre la cuenta de las deudas que me deben en La Ribera.,0,0,0,1,0,0
Si no lo ha hecho yo os la enviaré desde Pamplona.,0,0,0,0,0,0
Y no hay por ésta qué otro decir más.,0,0,0,0,0,0
Nuestro Señor sea en vuestra guarda.,0,0,0,0,0,0
De Sangüesa en 27 de abril 1522.,0,0,0,1,0,0
A lo que señor mandéis vuestro,0,0,0,0,0,0
Antón de OllacarizquetaCarta de Domingo Gil para Martín de Eslaba.IHS.,0,0,0,0,0,0
En Sádaba los 15 de abril 1521,0,0,0,1,0,0
Muy virtuoso señor.,0,0,0,0,0,0
Por carta del señor Martín Testón supe como el señor Miguel de Añués pedía el trigo de Luesia y sus [...].,0,0,0,0,0,0
Yo le respondí se lo daría en Luesia como muchas veces he dicho a él mismo se lo daría.,0,0,0,0,0,0
En las aldeas no lo tengo.,0,0,0,0,0,0
Siempre que ahí lo queráis yo compraré o lo bajaré de Luesia o si no lo quisiere de se vender también se lo compraré y de buena voluntad.,0,0,0,1,0,0
Sea yo avisado para que se provea en lo necesario.,0,0,0,0,0,0
Yo envío esa carta que me demandastes para los tableros [...] para que hagan cuenta de lo que sacare el señor en el presente año.,0,0,0,0,0,0
También habré placer me aviséis si habéis pasado en cuenta con Gerónimo Artal porque él me prometió que de ninguna cosa que me fuese en cargo por la compañía del señor que él me pagaría y vos quiero saberlo si se los tengo de pedir o no y avisarme de lo cierto.,0,0,0,1,0,0
Por lo semejante habré placer habléis al señor Miguel de Añués y le digáis que debe el peaje de toda la lana que de Juan Torres ha comprado porque yo le demandé me pagase en presencia de Metelín y me respondió que el señor Miguel de Añués lo había de pagar.,0,0,0,1,0,0
Sepa yo lo cierto porque lo asiente a su cuenta.,0,0,0,0,0,0
También me debéis el derecho de los corderos del arzciprestazgo.,0,0,0,0,0,0
Todos los que se han sacado en estos dos años escribo [...] cuántos son y la iguala que se hizo en [...] por la lana de [...] asentarlo lo que fuere.,0,0,0,0,0,0
Más me habéis escrito.,0,0,0,0,0,0
De lo del vino de Sos se lo ha pagado mosén Nableso.,0,0,0,0,0,0
Merced me haréis si no ha pagado lo escribáis a mi hermano Martín Testón pues sabéis él lo debe y está con juramento.,0,0,0,1,0,0
En la misma hora lo hará [...].,0,0,0,0,0,0
Y si tiene cuentas con Juan Manuel él se las declarecerá.,0,0,0,0,0,0
Y en ello me haréis señalada merced.,0,0,0,0,0,0
Salgamos de embarazos ajenos.,0,0,0,0,0,0
Nuestro Señor sea en vuestra guarda.,0,0,0,0,0,0
Para lo que mandáredes como hermano,0,0,0,1,0,0
Domingo GilCarta de Miguel de Añués para su sobrino Martín de Eslaba.Caro sobrino.,0,0,0,0,0,0
Yo he recibido vuestra carta con este mozo hecha a 23 del presente.,0,0,0,1,0,0
Y veo no había hallado a Gerónimo de Artal en esa ciudad.,0,0,0,0,0,0
Ya era sabedor de ello por vía de Tudela.,0,0,0,0,0,0
Bien es que lo esperéis ahí pues ha de ser el martes ahí como decís y negociéis con él y acortad lo de Juan Manuel de ésta a ésa.,0,0,0,1,0,0
De Zaragoza en fuera veníos derecho aquí.,0,0,0,0,0,0
No curéis de ir al comendador de Castiliscar todavía.,0,0,0,0,0,0
Traeréis con vos la carta de Gerónimo de Artal para el dicho comendador.,0,0,0,0,0,0
El trigo de los de Cáseda hubiendo licencia para sacarlo procurad de negociarlo con Ferrando de la Caballería del trigo que tiene en Ejea cómo y de la manera que se os dijo.,0,0,0,0,0,0
Hágoos saber que el trigo ha bajado acá y si saca ahí bajará mucho más.,0,0,0,0,0,0
Por eso no curéis de comprar trigo ninguno sino lo que digo para los de Cáseda y el de Gerónimo de Artal de Luesia y sus aldeas si os lo da en lo que es justo y de razón que en verdad a 1 libra tornesa hoy se halla harto trigo en esta villa y no hay quién lo compre.,0,0,0,1,0,0
Séaos aviso.,0,0,0,0,0,0
En lo de Sebastián de Ervás veo lo que me escribes.,0,0,0,0,0,0
No paséis pena de ello si no viene a lo que es de razón porque para ellos será el daño que no para nosotros que por Navarra se podrá pasar y no costará tanto como a ellos se les diera.,0,0,0,1,0,0
Procurad de negociar si alguna hacienda entráremos en Aragón de huida por los tiempos que la podamos volver a este reino sin pagar derecho.,0,0,0,0,0,0
Y esto procurad de negociar.,0,0,0,0,0,0
Negociarás con Juan Torrero lo de las 51 sacas que están en Val d'Echo por la forma que os lo tengo dicho.,0,0,0,0,0,0
De las sacas de Martín Gomiz yo haré el debido en ello como de las mías que así se lo escribo.,0,0,0,0,0,0
Si halláis cambios para Villalón a ducado por ducado o a 1 o 2 por ciento de daño tomaréis hasta 500 ducados y no más.,0,0,0,0,0,0
Y dad letras sobre Alonso de Astudillo y Lope Pérez de Maluenda.,0,0,0,0,0,0
Yo escribo a Martín Gomiz que las haga por vos si menester fuera.,0,0,0,1,0,0
Y traeréis con vos los dichos 500 ducados en ducados que sean de buen peso pero a más de dos por ciento no toméis ninguna cosa.,0,0,0,0,0,0
Y vuestra venida para acá sea lo antes que se pueda negociado lo de allá.,0,0,0,0,0,0
Estad con el señor Martín Gomiz y decidle que si me quieren comprar 7000 carneros para las carnicerías de Zaragoza que se les venderé quitada la lana y que se los libraré para Pascua de Cuaresma y que querría más vender a ellos que a los de Pamplona todavía que si a ellos no vendo en esta [...] me concertaré con los de Pamplona.,0,0,0,1,0,0
Decidle que tengo el mejor ganado que sea en Aragón.,0,0,0,0,0,0
Acá se ha dicho que en Castilla han vedado las carnes que no las saquen de Castilla.,0,0,0,0,0,0
Procurad de saber lo cierto de ello de Martín Gomiz y de otros.,0,0,0,0,0,0
No hay otro que deciros por ésta.,0,0,0,0,0,0
Nuestro Señor sea en vuestra guarda.,0,0,0,0,0,0
De Sangüesa a XXVI de enero 1522.,0,0,0,0,0,0
A vuestra honra vuestro tío,0,0,0,0,0,0
Miguel de AñuésCarta de Miguel de Añués para su sobrino Martín de Eslaba.JHS.,0,0,0,0,0,0
En Mélida en 18 de mayo 1521,0,0,0,0,0,0
Caro sobrino.,0,0,0,0,0,0
Yo he recibido vuestra carta que me habéis escrito con Bertol y a ella no responderé sino sólo a lo del ganado de Martín de Aragües que lo tengo.,0,0,0,1,0,0
Allá quedo hasta que yo le diga más de ello por la causa que aquí abajo veréis.,0,0,0,0,0,0
Hágoos saber que [...] los franceses cercaron a Sant Johan y vienen tan recios y lo afrontaron de tan recio que luego se dio a misericordia.,0,1,0,0,0,0
Entran por Val de Roncal y por Maya y por Sant Johan por muchas partes tanta gente que no hay número y traen tanta provisión y tanto dinero y justicia que todo es de ellos.,0,0,0,0,0,0
Sangüesa Cáseda y Gallipienzo con el señor don Pedro de Navarra hijo del señor mariscal se levantaron por el rey don Enrique ayer.,0,0,0,0,0,0
El señor duque ha desamparado a Pamplona ayer jueves (digo hoy viernes) y es ido para Castilla con mil soldados y con diez de caballo.,0,0,0,1,0,0
A la partida quisieron saquear parte de la ciudad.,0,0,0,0,0,0
Los de la ciudad tuvieron buen ojo y esfuerzo y hubieron por bien de dejarlos sin hacerles daño y así la ciudad queda señora de sí.,0,0,0,0,0,0
El ejército francés será mañana sábado en Pamplona porque ya son idos a hacer su contento según se dice y de bien cierto con el rey don Enrique y con monsieur de Masparros capitán general del rey de Francia.,0,0,0,0,0,0
La fortaleza de Pamplona [...] dicen que no quitarán las espuelas para tomarla y no lo dudéis según el diablo del ímpetu que traen.,0,1,0,0,0,0
Olite Tafalla y todo el reino está ya levantado con todas las montañas por el rey don Enrique y aun creo que le hará Dios gracia al señor duque si se salva en llegar a Castilla.,0,0,0,1,0,0
En Lecumberri hay doscientos soldados que la hora que es los habrán perdidos a todos si Dios no les hace gran gracia.,0,1,0,1,0,0
De modo que todo esto pasa y este reino estará en poder de franceses todo dentro de estos 3 o 4 días y en ello no dudéis.,0,0,0,0,0,0
Plegue a Dios que sea para su servicio y reposo de este reino que si Dios fuese servido hartos trabajos y desventuras hemos visto sin ver más bien tanto ímpetu y tabulación que yo no puedo pensar que sea sólo para cobrar este reino pero que ha de ser para más porque lo de este reino dadlo por hecho.,0,1,0,1,0,1
Plegue a Dios que con esto hubiese mucha paz pero yo temo que para más.,0,1,0,1,0,0
Sean idos largamente de todo lo que estamos.,0,0,0,1,0,0
Ya veis como tengo en casa de los señores herederos a mi hijo Francés y no sé estas cosas a lo que pararán.,0,0,0,1,0,0
Querríale tener conmigo.,0,0,0,0,0,1
Y así luego vista ésta dejad todos negocios y en la misma hora que la recibiéredes la presente partid para Zaragoza por el dicho mi hijo y traédmelo acá o a Tudela.,0,0,0,1,0,0
Y en esto poned toda la diligencia que al mundo ser pueda porque no querría que mi hijo pagase mal ajeno.,0,0,0,1,0,0
Y pues veis el mundo que corre haced como os lo digo.,0,0,0,0,0,0
Yo escribo al dicho mi hijo para que luego venga con vos el cual así lo hará.,0,0,0,0,0,0
Yo escribo a los herederos lo que veréis por la carta de ellos.,0,0,0,0,0,0
Querría mucho que Sebastián de Ervás viniese con vos y con Francés a verse conmigo que muy seguro puede venir sobre mí para que acá platicásemos en negocios que en tales tiempos se hacen los hechos y que alguna cosa que en Aragón estuviese a nombre mío la pensaría consignar.,0,0,0,0,0,0
Y será bien platicar algunas cosas aún que hombre se podría aprovechar algo de ello.,0,0,0,1,0,0
Si querrá venir él u otro por los herederos venga y si no venid vos con Francés y miraremos lo acecho.,0,0,0,1,0,0
Y os hago este mensajero expreso.,0,0,0,0,0,0
Poned toda la diligencia que podáis en ser aquí o en Tudela con Francés mi hijo lo antes que podáis.,0,0,0,0,0,0
Y no pare día de Pascua ni ningún otro día hasta llegar acá.,0,0,0,1,0,0
Y después con vuestra presencia yo platicaré con vos muchas cosas que por ésta no puedo decirlas que ahora es tiempo de trabajar y no holgar.,0,0,0,1,0,0
A los señores herederos hayan la presente por suya.,0,0,0,0,0,0
Y mirad que nadie vea esta carta si ellos y Sebastián de Ervás y [...] Francés que yo no querría que las malas nuevas ser yo el decidor de ellas el primero pero bien creo que las tendrán allá presto si no las tienen.,0,1,0,1,0,0
Vos y Francés y Sebastián de Ervás si vinieren condiréis aquí a Mélida.,0,0,0,0,0,0
Y si no me halláredes aquí aquí os dirán dónde yo seré y andar donde quiere que yo fuere.,0,0,0,1,0,0
No hay otro que deciros por ésta pues espero presto nos veremos.,0,0,0,1,0,0
Nuestro Señor sea en vuestra guarda De Mélida los días.,0,0,0,0,0,0
A vuestra honra vuestro tío,0,0,0,0,0,0
Miguel de AñuésCarta de Martín Costón para Miguel de Añués.Muy magnífico y más virtuoso señor.,0,0,0,0,0,0
Su carta recibí y a lo [...] ya queda claro con Martín de Eslaba el que está en ser el [...] de mi mano ahí pues vuestra merced dice me sacará de Miguel Andiás.,0,0,0,0,0,0
Yo [...] enviaré dicho trigo a quien vuestra merced mandará.,0,0,0,0,0,0
Y lo que dice le envíe un albarán de mi mano de los dos mil sueldos que tengo recibidos por ésta soy contento que el albarán que tiene vuestra merced mío de los dos mil sueldos que tomé el año pasado sea en seguridad de estos dos mil sueldos que ahora ha dado vuestra merced estando en esto lo que mi primo Charles me dio que fueron cuatrocientas sueldos y la resta que quedaba yo a deber que eran cuatrocientos y dieciocho sueldos que son por todo los sobredichos dos mil sueldos.,0,0,1,0,0,0
Y si [...] manda vuestra merced que dé otro albarán de nuevo mándeme enviar el del año pasado que yo lo enviaré de la manera que mandará vuestra merced.,0,0,0,0,0,0
En esto que ha traído el estibador no se ha fallado en el talego sino 49 libras que Martín de Eslaba ha dado cumplimiento a los 59 que han sido 10 más.,0,0,0,1,0,0
No sé en qué se ha tomado sino que el que conto los dineros se errase.,0,0,0,1,0,0
El trigo de mi hermano Domingo Gil ya queda a cargo mío que lo he yo de cobrar.,0,0,0,0,0,0
Y besando las manos de vuestra merced y de la señora hago fin.,0,0,0,1,0,0
De Sádaba a 17 de junio de 500 y 21.,0,0,0,0,0,0
Nuevas ningunas hay acá para que las pudiese escribir.,0,0,0,0,0,0
A su merced bésole las manos de las que me escribe.,0,0,0,0,0,0
Plegue a Dios dar paz en la cristiandad que es el mayor bien de los de fuera del cuerpo.,0,0,0,0,0,0
Recibiré señalada merced de saber nuevas pues sé que son frescas de vuestra merced.,0,0,0,1,0,0
Servidor de su merced que sus manos besa,0,0,0,1,0,0
Martín CostónCarta de Domingo Gil para Miguel de Añués.Muy magnífico y muy virtuoso señor.,0,0,0,0,0,0
En esta misma hora recibí de mi padre en que me hace saber como mi señora prometió a un criado suyo por Fernando de Biel cierta cantidad.,0,0,0,0,0,0
No me dice cuánto salvo que dice tomó término de diez días que se cumplirán mañana que si no cumplía el Fernando de Biel que se los enviaría a Sangüesa.,0,0,0,1,0,0
Díceme yo cumpla con vuestra merced y que en volviendo de aquí que me dará ciertos cabrones.,0,0,0,1,0,0
Por no saber cuánto es yo no se los envío con el portador.,0,0,0,0,0,0
[...] que yo los libre en esta ciudad yo los daré a quien vos señor mandáredes o si no pasando por ahí yo se los daré a vuestra merced que será por toda esta semana.,0,0,0,0,0,0
El señor Johan de Iza es venido por ver esta ciudad y holgarse algunos días en ella.,0,0,0,0,0,0
Hame mandado de su parte le diese sus encomiendas por mil veces las cuales tendrá por recibidas.,0,0,0,0,0,0
Nuestro Señor sea en guarda de su muy noble merced como él desea y le haga buen prole la más de la compañía.,0,0,0,0,0,0
Para lo que señor mandar quisiéredes,0,0,0,0,0,0
Domingo GilCarta de Miguel de Añués para su sobrino Martín de Eslaba.Caro sobrino.,0,0,0,0,0,0
Yo he recibido vuestra carta y ruégoos entendáis en mirar esas cuentas.,0,0,0,1,0,0
Y vaya vuestro hermano si vos no podéis ir a la Valdonsella a atajar todo como ya sería tiempo que fuese hecho.,0,1,0,0,0,0
Esas cuentas que decís que tenéis por acertar de los [...] tasados dadle la cuenta de ellos a vuestro hermano para que los acierte que yo ya os tomé en cuenta todo lo que tomé de ellos como parece por las dichas cuentas.,0,0,0,1,0,0
Y a mí se me queda a deber de todo ello lo que os tengo escrito.,0,0,0,1,0,0
De lo que decís quedan a deber Martín Coscón y Domingo Gil a Domingo Gil yo [...] nada.,0,0,0,0,0,0
Martín Coscón os había de dar cuenta de lo que dio a Domingo Gil y así tengo yo carta de Martín Coscón como os pagó de todo.,0,0,0,0,0,0
Y vos me lo dijistes que era así sino que os quedaba a deber cierta suma el dicho Coscón de ello y que os había dado un cartel de ello el cual me lo mostrastes y con eso que quedábades contento de él.,0,0,0,1,0,0
Y así el Martín Coscón me demandó descargo de todo lo que había contratado conmigo.,0,0,0,0,0,0
Y así se lo di.,0,0,0,0,0,0
Y vos me dijistes se lo podía dar.,0,0,0,0,0,0
De manera que yo no tengo qué hacer con el corambre que decís ni con Domingo Gil ni Martín Coscón.,0,0,0,0,0,0
Yo os ruego que se acierte todo esto y luego.,0,0,0,0,0,0
Y pues vos no podéis ir enviar a vuestro hermano pase por aquí y traiga la cédula de Pascual Navarro y también la obligación de Pero Pardo de Ejea para que cóbrelo todo.,0,0,0,0,0,0
El Pero Farto ha dicho que ya os ha dado cierto saquerío en pago.,0,0,0,0,0,0
Escribirme si es así y cuánto porque si ha pagado no es razón que se le pida.,0,0,0,1,0,0
No hay otro que deciros por ésta.,0,0,0,0,0,0
Nuestro Señor sea en vuestra guarda.,0,0,0,0,0,0
De Cáseda a 11 de junio año 1524.,0,0,0,0,0,0
A vuestra honra vuestro tío,0,0,0,0,0,0
Miguel de AñuésCarta de Rodrigo de Espinosa para Arnao de Plano.[...] Somos en nueve de enero.,0,0,0,0,0,0
Hasta aquí es copia de otra que le tengo escrito con Univaso.,0,0,0,0,0,0
Lo que más hay que decir a VM es de la malísima feria que hemos habido ésta que no se ha vendido de contado casi nada sino todo fiado con ventaja de una feria más que de otras ferias donde a más no poder me he valido sobre VM de 2550 escudos.,0,0,0,1,0,0
Y he dado letras: de Simón y Pedro Cuadrado 600 coronas a pagar a ellos mismos de Francisco de Alza 600 coronas a pagar a Fernando de Orozco del señor tesorero Francisco de Recalde 1350 escudos a pagar a VM mismo.,0,0,0,0,0,0
Suplico a VM las mande aceptar y pagar en su tiempo con honor.,0,0,0,0,0,0
Bien creo tendrá mucha pena mas con que ha de tener por cierto que más letras no le irán por mí que pague fuera de esta Villalón.,0,0,1,1,0,0
Si alguna poquedad me faltase a causa que no hacemos sino muy pocos recibos para allá es porque no me puedo valer de un real de todo lo que estoy embarazado hasta mayo.,0,0,0,1,0,0
He visto las cartas que me tiene escrito con tanta pólvora que ha de pensar que como por esta otra parte le digo que tengo de dar cuanto fuego pudiere de me recoger así de quitarme de tratos de Francia como de cobrar de esta gente de Navarra que más quiero dos maravedís de interés que diez con trabajo.,0,1,0,1,0,0
En esta feria he despachado 500000 de peines fiado de aquí a un año.,0,0,0,0,0,0
Quédanseme obra de dos mil ducados por vender que ésta de Villalón los despacharé que no se me quede púa de vender donde les echaré la bendición.,0,0,0,0,0,0
Y también de mi hombre de Ruan tengo cartas que de esta vez vendrá con todo el fin de todo lo de Ruan y me traerá en roanés lo que me debe de manera que con ayuda de Dios en este año me pondré redondo de todo.,0,0,0,0,0,0
Por ende VM puede tomar placer.,0,0,0,0,0,0
El bellaco del hombre de Ruan dicen que ha ganado con mi hacienda y de otros encomenderos que lo mismo les debe más de tres mil ducados que ha andado aprovechándose de nuestro dinero haciendo viajes de Burdeos hasta Ruan y ahora que está rico con darnos excusa que tenía fiado las sacas y parte por vender nos viene a pagar nuestra hacienda.,0,1,0,1,0,0
Que plega a Dios después que nos haya dado nuestra hacienda muera mala muerte porque Dios no le deje gozar de hacienda mal ganada.,0,1,0,1,0,0
Aquí será la memoria para la de Pascua.,0,0,0,0,0,0
Suplico le cumpla que no falte ninguna suerte que le envío a pedir.,0,0,0,1,0,0
Con la ventaja que viene del dinero creo nos valdrá más este año que no dos años pasados en provecho porque creemos que el dinero vendrá de allá a mucho provecho nuestro.,0,0,0,0,0,1
Hay cartas de Flandes de ayer aquí y no me hallo con carta de VM que creo en Valladolid habrán quedado debajo de cartas de Diego de Carrión que de hoy a mañana espero me las enviará de que con deseo estoy de verlas.,0,0,0,1,0,0
Con tanto no hay que más decir a VM.,0,0,0,0,0,0
De cuanto le suplico no se dé pena en lo que me toca a mí que yo tengo más cargo que VM mandarme que no me traiga a cuestas como hasta ahora.,0,0,0,1,0,0
Por ende VM puede tomar placer.,0,0,0,0,0,0
Así con tanto digo sea con VM.,0,0,0,0,0,0
Quiero decir a VM que tengo miedo que en esta ida de Pamplona no me podré defender de tomar mujer porque me cargarán tanto la mano que como hasta ahora me he defendido de un año a otro no creo me podré defender porque así estoy avisado por cartas de Navarra de mi gente.,0,1,0,0,0,0
Todavía haré de no efectuar por este año por verme primero recogido que cuando estuviere con mi mujer no tenga que tener el pensamiento en tantas partes.,0,0,0,1,0,0
Doy cuenta a VM pues debo obligación para ello.,0,0,0,0,0,0
A servicio de VM,0,0,0,0,0,0
Rodrigo de EspinosaCarta de Miguel de Gámez para Juan de Aquerreta y Esteban de Aquerreta.[...],0,0,0,0,0,0
Somos a 30 del dicho.,0,0,0,0,0,0
La de arriba es copia de otra enviada el día que procede por Inglaterra.,0,0,0,0,0,0
Después lo que más hay que decir es que he recibido otra copia de la memoria y por ella dice se consigne en San Sebastián a Miguel de Veroyz.,0,0,0,0,0,0
Y no se podrá hacer de esta vez por venir tarde el aviso pero por la otra memoria que VMs enviaren se consignará al señor Veroyz porque haga las voluntades de VMs que les sea aviso.,0,0,0,0,0,0
Cuanto al regaliz no hay que decir sino afirmar lo dicho.,0,0,0,0,0,0
Hierro vale de 7 libras 4 sueldos 7 dineros 6 lo de la provincia grasas de ballena valdrán a 138 sueldos tonel.,0,0,0,0,0,0
Y con lo dicho no se ofrece otro que avisar a VMs.,0,0,0,0,0,0
Nuestro Señor guarde y prospere vida y estado de VMs como desean.,0,0,0,1,0,0
Besa las manos de VMs,0,0,0,0,0,0
Miguel de GámezCarta de Miguel de Gámez para Juan de Aquerreta.[...] Somos a 20 de marzo.,0,0,0,0,0,0
La presente es copia de otra y después recibí otra copia de la que en ésta respondo.,0,0,0,0,0,0
Y no hay otro que decir de afirmar a lo dicho.,0,0,0,0,0,0
Yo digo en ésta como el resto de la memoria de VM va en Rodrigo del Castillo.,0,0,0,0,0,0
Y de aquí adelante se enviará todo junto y con mejor orden y consignado todo al señor Miguel de Veroyz.,0,0,0,0,0,0
Que hasta ahora no se ha hecho cosa a derechas porque no hallábamos cosa surtida porque los carros donde lo traen han servido en la guerra lo más del tiempo y aun los oficiales que hacen las mercerías ahora con la tregua vuelven a sus casas y así habrá hombre.,0,0,0,1,0,0
Lo que pide y la memoria que VM enviare aunque sea de 1000 sueldos irán por mejor orden que ha sido éste poco y sin que falte nada.,0,0,0,1,0,0
Y con lo dicho porque cada día escribiré lo que más hubiere ceso.,0,0,0,1,0,0
Nuestro Señor etc.Carta de Miguel de Gámez para Juan de Aquerreta.[...] Somos a 16 de abril.,0,0,0,0,0,0
La de arriba es copia de otras idas el día que parece y después no he recibido ninguna de VM y así habrá menos que decir.,0,1,0,1,0,0
Aquí envío a VM la relación de lo que hasta ahora he empacado para el señor Sampedro de Arbieto.,0,0,0,0,0,0
Y con ello va todo lo que VM tiene pedido.,0,0,0,0,0,0
